"Order","miSample ID","CommonName","Family","Genus","Species","length","TotalCount","Date","Location"
"Amphipoda","LP9","Hyalella","Hyalellidae","Hyalella",,35.00,21.00,2015-9-3 0:00:00,
"Amphipoda","LP9","Hyalella","Hyalellidae","Hyalella",,43.00,21.00,2015-9-3 0:00:00,
"Amphipoda","LP9","Hyalella","Hyalellidae","Hyalella",,60.00,21.00,2015-9-3 0:00:00,
"Amphipoda","LP9","Hyalella","Hyalellidae","Hyalella",,61.00,21.00,2015-9-3 0:00:00,
"Amphipoda","LP9","Hyalella","Hyalellidae","Hyalella",,40.00,21.00,2015-9-3 0:00:00,
"Amphipoda","LP8","Hyalella","Hyalellidae","Hyalella",,51.00,3.00,2015-9-3 0:00:00,
"Amphipoda","LP8","Hyalella","Hyalellidae","Hyalella",,46.00,3.00,2015-9-3 0:00:00,
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,25.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,50.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,52.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,43.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,44.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,44.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,59.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,53.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,47.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,51.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP5","Hyalella","Hyalellidae","Hyalella",,22.00,12.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Crangonyx","Crangonycitidae","Crangonyx",,32.00,2.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Crangonyx","Crangonycitidae","Crangonyx",,30.00,2.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,59.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,42.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,43.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,38.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,60.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,45.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,60.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,61.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","LP10","Hyalella","Hyalellidae","Hyalella",,29.00,25.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EAVS1","Hyalella","Hyalellidae","Hyalella",,22.00,3.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EAVS1","Hyalella","Hyalellidae","Hyalella",,37.00,3.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EAVS1","Hyalella","Hyalellidae","Hyalella",,46.00,3.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD11","Amphipod UNID/other",,,,22.00,1.00,2015-9-3 0:00:00,
"Amphipoda","HD11","Hyalella","Hyalellidae","Hyalella",,47.00,2.00,2015-9-3 0:00:00,
"Amphipoda","HD11","Hyalella","Hyalellidae","Hyalella",,31.00,2.00,2015-9-3 0:00:00,
"Amphipoda","EAVS3","Hyalella","Hyalellidae","Hyalella",,44.00,1.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","FT2","Hyalella","Hyalellidae","Hyalella",,50.00,1.00,2015-9-3 0:00:00,
"Amphipoda","MS9","Hyalella","Hyalellidae","Hyalella",,40.00,5.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","MS9","Hyalella","Hyalellidae","Hyalella",,34.00,5.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","MS9","Hyalella","Hyalellidae","Hyalella",,54.00,5.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","MS9","Hyalella","Hyalellidae","Hyalella",,56.00,5.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","MS9","Hyalella","Hyalellidae","Hyalella",,55.00,5.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,55.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,59.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,52.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,44.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,39.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,15.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,63.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,41.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,15.00,10.00,2015-9-3 0:00:00,
"Amphipoda","EB10","Hyalella","Hyalellidae","Hyalella",,23.00,10.00,2015-9-3 0:00:00,
"Amphipoda","HD6","Hyalella","Hyalellidae","Hyalella",,48.00,7.00,2015-9-3 0:00:00,
"Amphipoda","HD6","Hyalella","Hyalellidae","Hyalella",,55.00,7.00,2015-9-3 0:00:00,
"Amphipoda","HD6","Hyalella","Hyalellidae","Hyalella",,56.00,7.00,2015-9-3 0:00:00,
"Amphipoda","HD6","Hyalella","Hyalellidae","Hyalella",,52.00,7.00,2015-9-3 0:00:00,
"Amphipoda","HD6","Hyalella","Hyalellidae","Hyalella",,57.00,7.00,2015-9-3 0:00:00,
"Amphipoda","HD6","Hyalella","Hyalellidae","Hyalella",,40.00,7.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,53.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,50.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,40.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,31.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,46.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,41.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,52.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,45.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,60.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,45.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,27.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,63.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD5","Hyalella","Hyalellidae","Hyalella",,45.00,13.00,2015-9-3 0:00:00,
"Amphipoda","HD1","Hyalella","Hyalellidae","Hyalella",,59.00,1.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","MS6","Hyalella","Hyalellidae","Hyalella",,44.00,3.00,2015-9-3 0:00:00,
"Amphipoda","MS6","Hyalella","Hyalellidae","Hyalella",,25.00,3.00,2015-9-3 0:00:00,
"Amphipoda","MS6","Hyalella","Hyalellidae","Hyalella",,55.00,3.00,2015-9-3 0:00:00,
"Amphipoda","HD10","Hyalella","Hyalellidae","Hyalella",,55.00,2.00,2015-9-3 0:00:00,
"Amphipoda","HD10","Hyalella","Hyalellidae","Hyalella",,32.00,2.00,2015-9-3 0:00:00,
"Amphipoda","HD9","Crangonyx","Crangonycitidae","Crangonyx",,46.00,1.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,62.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,48.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,52.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,68.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,40.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,60.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,49.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,64.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,56.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,70.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,40.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,64.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,58.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,52.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,40.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,32.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,65.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,61.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD9","Hyalella","Hyalellidae","Hyalella",,45.00,20.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB3","Hyalella","Hyalellidae","Hyalella",,25.00,4.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB3","Hyalella","Hyalellidae","Hyalella",,30.00,4.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB3","Hyalella","Hyalellidae","Hyalella",,28.00,4.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB3","Hyalella","Hyalellidae","Hyalella",,25.00,4.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Crangonyx","Crangonycitidae","Crangonyx",,41.00,1.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Hyalella","Hyalellidae","Hyalella",,65.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Hyalella","Hyalellidae","Hyalella",,72.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Hyalella","Hyalellidae","Hyalella",,55.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Hyalella","Hyalellidae","Hyalella",,65.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Hyalella","Hyalellidae","Hyalella",,45.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Hyalella","Hyalellidae","Hyalella",,55.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Hyalella","Hyalellidae","Hyalella",,58.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB2","Hyalella","Hyalellidae","Hyalella",,70.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","FT4","Crangonyx","Crangonycitidae","Crangonyx",,54.00,1.00,2015-9-3 0:00:00,
"Amphipoda","EB9","Gammarus","Gammaridae","Gammarus","spp.",58.00,1.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,50.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,45.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,48.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,51.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,52.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,45.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,25.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,50.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,52.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,51.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,53.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,55.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,45.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,32.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,60.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,45.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,48.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,60.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB9","Hyalella","Hyalellidae","Hyalella",,43.00,28.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","HD4","Hyalella","Hyalellidae","Hyalella",,46.00,8.00,2015-9-3 0:00:00,
"Amphipoda","HD4","Hyalella","Hyalellidae","Hyalella",,40.00,8.00,2015-9-3 0:00:00,
"Amphipoda","HD4","Hyalella","Hyalellidae","Hyalella",,20.00,8.00,2015-9-3 0:00:00,
"Amphipoda","HD4","Hyalella","Hyalellidae","Hyalella",,50.00,8.00,2015-9-3 0:00:00,
"Amphipoda","HD4","Hyalella","Hyalellidae","Hyalella",,50.00,8.00,2015-9-3 0:00:00,
"Amphipoda","HD4","Hyalella","Hyalellidae","Hyalella",,36.00,8.00,2015-9-3 0:00:00,
"Amphipoda","HD4","Hyalella","Hyalellidae","Hyalella",,52.00,8.00,2015-9-3 0:00:00,
"Amphipoda","HD4","Hyalella","Hyalellidae","Hyalella",,50.00,8.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,35.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,50.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,35.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,48.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,45.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,46.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,59.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,25.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,40.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,41.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,57.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,25.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,37.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB4","Hyalella","Hyalellidae","Hyalella",,36.00,14.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Crangonyx","Crangonycitidae","Crangonyx",,40.00,1.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,55.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,68.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,58.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,60.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,55.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,48.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,38.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,38.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,40.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,60.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,65.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,52.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,45.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,58.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,38.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB11","Hyalella","Hyalellidae","Hyalella",,55.00,16.00,2015-9-3 0:00:00,
"Amphipoda","EB8","Hyalella","Hyalellidae","Hyalella",,46.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB8","Hyalella","Hyalellidae","Hyalella",,40.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB8","Hyalella","Hyalellidae","Hyalella",,46.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB8","Hyalella","Hyalellidae","Hyalella",,60.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB8","Hyalella","Hyalellidae","Hyalella",,25.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB8","Hyalella","Hyalellidae","Hyalella",,40.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB8","Hyalella","Hyalellidae","Hyalella",,62.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB8","Hyalella","Hyalellidae","Hyalella",,31.00,8.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,60.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,28.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,50.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,49.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,43.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,42.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,45.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,55.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,64.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,50.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","EB7","Hyalella","Hyalellidae","Hyalella",,25.00,11.00,2015-8-17 0:00:00,"NW Liberty Island"
"Amphipoda","BT2-500","Gammarus","Gammaridae","Gammarus","spp.",71.00,2.00,2015-9-8 0:00:00,"Hass Slough"
"Amphipoda","BT2-500","Gammarus","Gammaridae","Gammarus","spp.",24.00,2.00,2015-9-8 0:00:00,"Hass Slough"
"Amphipoda","PG1","Corophiid UNID","Corophiidae","unknown",,32.00,1.00,2015-9-8 0:00:00,"Hass Slough"
"Amphipoda","PG1","Hyalella","Hyalellidae","Hyalella",,44.00,1.00,2015-9-8 0:00:00,"Hass Slough"
"Amphipoda","MS4","Hyalella","Hyalellidae","Hyalella",,45.00,24.00,2015-9-3 0:00:00,
