"SampleID","Longitude","Latitude","Project_na","Region","Type","Source","Date","Station","Microcystis","Chlorophyll","Secchi","Temperature","SalSurf","TurbidityNTU","TowType","Year","Month","BottomDepth","Tide","Datetime","DO","TurbidityFNU","SizeClass","ClamGroup","Volume","CPUE"
"FRP PG1-DECK-02JAN2020",-121.72424,38.08384,NA,"Decker","Outside","FRP",2020-01-02 08:00:00,"Decker Island","1",NA,92,9.4,0.124480601103396,3.6,"PPG",2020,NA,NA,"High slack",NA,10.2,NA,"Macro","Corbicula",0.0231,216.450216450216
"FRP PG1-DECK-02JAN2020",-121.72424,38.08384,NA,"Decker","Outside","FRP",2020-01-02 08:00:00,"Decker Island","1",NA,92,9.4,0.124480601103396,3.6,"PPG",2020,NA,NA,"High slack",NA,10.2,NA,"Macro","Other",0.0231,0
"FRP PG1-DECK-02JAN2020",-121.72424,38.08384,NA,"Decker","Outside","FRP",2020-01-02 08:00:00,"Decker Island","1",NA,92,9.4,0.124480601103396,3.6,"PPG",2020,NA,NA,"High slack",NA,10.2,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG1-DECK-16MAR2020",-121.724,38.08438,"Decker","Decker","Inside","FRP",2020-03-16 07:00:00,"Decker Island","1",NA,NA,12.7,0.130766127291806,NA,"PPG",2020,NA,NA,"Ebb",NA,9.8,NA,"Macro","Corbicula",0.0231,86.5800865800866
"FRP PG1-DECK-16MAR2020",-121.724,38.08438,"Decker","Decker","Inside","FRP",2020-03-16 07:00:00,"Decker Island","1",NA,NA,12.7,0.130766127291806,NA,"PPG",2020,NA,NA,"Ebb",NA,9.8,NA,"Macro","Other",0.0231,0
"FRP PG1-DECK-16MAR2020",-121.724,38.08438,"Decker","Decker","Inside","FRP",2020-03-16 07:00:00,"Decker Island","1",NA,NA,12.7,0.130766127291806,NA,"PPG",2020,NA,NA,"Ebb",NA,9.8,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG1-DI-18MAR2019",-121.7244,38.08384,NA,"Decker","Outside","FRP",2019-03-18 07:00:00,"Horseshoe Bend","1",NA,65,15.5,0.0878922547868343,17.2,"PPG",2019,NA,NA,"Flood",NA,9.4,NA,"Macro","Corbicula",0.0231,0
"FRP PG1-DI-18MAR2019",-121.7244,38.08384,NA,"Decker","Outside","FRP",2019-03-18 07:00:00,"Horseshoe Bend","1",NA,65,15.5,0.0878922547868343,17.2,"PPG",2019,NA,NA,"Flood",NA,9.4,NA,"Macro","Other",0.0231,0
"FRP PG1-DI-18MAR2019",-121.7244,38.08384,NA,"Decker","Outside","FRP",2019-03-18 07:00:00,"Horseshoe Bend","1",NA,65,15.5,0.0878922547868343,17.2,"PPG",2019,NA,NA,"Flood",NA,9.4,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG1-GB-25APR2019",-121.9994,38.13138,NA,"Grizzly Bay","Outside","FRP",2019-04-25 07:00:00,"Grizzly Bay","1",NA,19,21.7,0.123031283827652,71,"PPG",2019,NA,NA,"High slack",NA,8.9,NA,"Macro","Corbicula",0.0231,0
"FRP PG1-GB-25APR2019",-121.9994,38.13138,NA,"Grizzly Bay","Outside","FRP",2019-04-25 07:00:00,"Grizzly Bay","1",NA,19,21.7,0.123031283827652,71,"PPG",2019,NA,NA,"High slack",NA,8.9,NA,"Macro","Other",0.0231,0
"FRP PG1-GB-25APR2019",-121.9994,38.13138,NA,"Grizzly Bay","Outside","FRP",2019-04-25 07:00:00,"Grizzly Bay","1",NA,19,21.7,0.123031283827652,71,"PPG",2019,NA,NA,"High slack",NA,8.9,NA,"Macro","Potamocorbula",0.0231,649.350649350649
"FRP PG1-LI-25APR2019",-121.69313,38.28035,"Liberty","Cache Slough","Inside","FRP",2019-04-25 07:00:00,"Liberty Island","1",NA,140,20.8,0.148702256136035,3.1,"PPG",2019,NA,NA,"Flood",NA,8.6,NA,"Macro","Corbicula",0.0231,909.090909090909
"FRP PG1-LI-25APR2019",-121.69313,38.28035,"Liberty","Cache Slough","Inside","FRP",2019-04-25 07:00:00,"Liberty Island","1",NA,140,20.8,0.148702256136035,3.1,"PPG",2019,NA,NA,"Flood",NA,8.6,NA,"Macro","Other",0.0231,0
"FRP PG1-LI-25APR2019",-121.69313,38.28035,"Liberty","Cache Slough","Inside","FRP",2019-04-25 07:00:00,"Liberty Island","1",NA,140,20.8,0.148702256136035,3.1,"PPG",2019,NA,NA,"Flood",NA,8.6,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG1-RI-11APR2019",-122.01449,38.07878,"Ryer","Grizzly Bay","Inside","FRP",2019-04-11 07:00:00,"Ryer Island","1",NA,67,14.8,0.0917322350221805,12.4,"PPG",2019,NA,NA,"Ebb",NA,9.6,NA,"Macro","Corbicula",0.0231,216.450216450216
"FRP PG1-RI-11APR2019",-122.01449,38.07878,"Ryer","Grizzly Bay","Inside","FRP",2019-04-11 07:00:00,"Ryer Island","1",NA,67,14.8,0.0917322350221805,12.4,"PPG",2019,NA,NA,"Ebb",NA,9.6,NA,"Macro","Other",0.0231,0
"FRP PG1-RI-11APR2019",-122.01449,38.07878,"Ryer","Grizzly Bay","Inside","FRP",2019-04-11 07:00:00,"Ryer Island","1",NA,67,14.8,0.0917322350221805,12.4,"PPG",2019,NA,NA,"Ebb",NA,9.6,NA,"Macro","Potamocorbula",0.0231,43.2900432900433
"FRP PG1-SJ-22MAR2019",-121.59084,38.09947,NA,"Web Tract Berms","Outside","FRP",2019-03-22 07:00:00,"Webb Tract Island and Berm","1",NA,85,13.3,0.0806980297525719,17.2,"PPG",2019,NA,NA,"Ebb",NA,9.9,NA,"Macro","Corbicula",0.0231,0
"FRP PG1-SJ-22MAR2019",-121.59084,38.09947,NA,"Web Tract Berms","Outside","FRP",2019-03-22 07:00:00,"Webb Tract Island and Berm","1",NA,85,13.3,0.0806980297525719,17.2,"PPG",2019,NA,NA,"Ebb",NA,9.9,NA,"Macro","Other",0.0231,389.61038961039
"FRP PG1-SJ-22MAR2019",-121.59084,38.09947,NA,"Web Tract Berms","Outside","FRP",2019-03-22 07:00:00,"Webb Tract Island and Berm","1",NA,85,13.3,0.0806980297525719,17.2,"PPG",2019,NA,NA,"Ebb",NA,9.9,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG1-WI-27MAR2019",-121.84138,38.03429,NA,"Confluence","Outside","FRP",2019-03-27 07:00:00,"Winter Island","1",NA,77,13.9,0.090291973538643,16.5,"PPG",2019,NA,NA,"Flood",NA,9.9,NA,"Macro","Corbicula",0.0231,0
"FRP PG1-WI-27MAR2019",-121.84138,38.03429,NA,"Confluence","Outside","FRP",2019-03-27 07:00:00,"Winter Island","1",NA,77,13.9,0.090291973538643,16.5,"PPG",2019,NA,NA,"Flood",NA,9.9,NA,"Macro","Other",0.0231,0
"FRP PG1-WI-27MAR2019",-121.84138,38.03429,NA,"Confluence","Outside","FRP",2019-03-27 07:00:00,"Winter Island","1",NA,77,13.9,0.090291973538643,16.5,"PPG",2019,NA,NA,"Flood",NA,9.9,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG1-WI-28MAR2019",-121.83935,38.03243,NA,"Confluence","Outside","FRP",2019-03-28 07:00:00,"Broad Slough","1",NA,109,13.9,0.0917322350221805,6.8,"PPG",2019,NA,NA,"High slack",NA,9.7,NA,"Macro","Corbicula",0.0231,952.380952380952
"FRP PG1-WI-28MAR2019",-121.83935,38.03243,NA,"Confluence","Outside","FRP",2019-03-28 07:00:00,"Broad Slough","1",NA,109,13.9,0.0917322350221805,6.8,"PPG",2019,NA,NA,"High slack",NA,9.7,NA,"Macro","Other",0.0231,0
"FRP PG1-WI-28MAR2019",-121.83935,38.03243,NA,"Confluence","Outside","FRP",2019-03-28 07:00:00,"Broad Slough","1",NA,109,13.9,0.0917322350221805,6.8,"PPG",2019,NA,NA,"High slack",NA,9.7,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG1-YF-23MAY2019",-121.64278,38.36224,"Flyway Farms","Cache Slough","Inside","FRP",2019-05-23 07:00:00,"Yolo Flyway Farms","1",NA,23,19.6,0.237917474193642,46.8,"PPG",2019,NA,NA,"Ebb",NA,8.3,NA,"Macro","Corbicula",0.0231,0
"FRP PG1-YF-23MAY2019",-121.64278,38.36224,"Flyway Farms","Cache Slough","Inside","FRP",2019-05-23 07:00:00,"Yolo Flyway Farms","1",NA,23,19.6,0.237917474193642,46.8,"PPG",2019,NA,NA,"Ebb",NA,8.3,NA,"Macro","Other",0.0231,0
"FRP PG1-YF-23MAY2019",-121.64278,38.36224,"Flyway Farms","Cache Slough","Inside","FRP",2019-05-23 07:00:00,"Yolo Flyway Farms","1",NA,23,19.6,0.237917474193642,46.8,"PPG",2019,NA,NA,"Ebb",NA,8.3,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-10APR2018",-121.5895,38.09645,"Web Tract Berms","Web Tract Berms","Inside","FRP",2018-04-10 07:00:00,"Webb Tract Island and Berm","1",NA,NA,15.3,0.140937578764476,9.2,"PPG",2018,NA,NA,"Flood",2018-04-10 10:50:00,10.4,NA,"Macro","Corbicula",0.0231,86.5800865800866
"FRP PG2-10APR2018",-121.5895,38.09645,"Web Tract Berms","Web Tract Berms","Inside","FRP",2018-04-10 07:00:00,"Webb Tract Island and Berm","1",NA,NA,15.3,0.140937578764476,9.2,"PPG",2018,NA,NA,"Flood",2018-04-10 10:50:00,10.4,NA,"Macro","Other",0.0231,0
"FRP PG2-10APR2018",-121.5895,38.09645,"Web Tract Berms","Web Tract Berms","Inside","FRP",2018-04-10 07:00:00,"Webb Tract Island and Berm","1",NA,NA,15.3,0.140937578764476,9.2,"PPG",2018,NA,NA,"Flood",2018-04-10 10:50:00,10.4,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-11APR2018",-121.659756,38.243621,NA,"Cache Slough","Outside","FRP",2018-04-11 07:00:00,"Miner Slough","1",NA,30,13.8,0.0979773366123054,54.9,"PPG",2018,NA,NA,"Ebb",2018-04-11 08:30:00,10,NA,"Macro","Corbicula",0.0231,173.160173160173
"FRP PG2-11APR2018",-121.659756,38.243621,NA,"Cache Slough","Outside","FRP",2018-04-11 07:00:00,"Miner Slough","1",NA,30,13.8,0.0979773366123054,54.9,"PPG",2018,NA,NA,"Ebb",2018-04-11 08:30:00,10,NA,"Macro","Other",0.0231,0
"FRP PG2-11APR2018",-121.659756,38.243621,NA,"Cache Slough","Outside","FRP",2018-04-11 07:00:00,"Miner Slough","1",NA,30,13.8,0.0979773366123054,54.9,"PPG",2018,NA,NA,"Ebb",2018-04-11 08:30:00,10,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-12APR2018",-121.99349,38.12181,NA,"Grizzly Bay","Outside","FRP",2018-04-12 07:00:00,"Grizzly Bay","1",NA,NA,NA,NA,NA,"PPG",2018,NA,NA,"Flood",2018-04-12 10:41:00,NA,NA,"Macro","Corbicula",0.0231,0
"FRP PG2-12APR2018",-121.99349,38.12181,NA,"Grizzly Bay","Outside","FRP",2018-04-12 07:00:00,"Grizzly Bay","1",NA,NA,NA,NA,NA,"PPG",2018,NA,NA,"Flood",2018-04-12 10:41:00,NA,NA,"Macro","Other",0.0231,346.320346320346
"FRP PG2-12APR2018",-121.99349,38.12181,NA,"Grizzly Bay","Outside","FRP",2018-04-12 07:00:00,"Grizzly Bay","1",NA,NA,NA,NA,NA,"PPG",2018,NA,NA,"Flood",2018-04-12 10:41:00,NA,NA,"Macro","Potamocorbula",0.0231,2164.50216450216
"FRP PG2-13APR2018",-121.71504,38.08353,NA,"Decker","Outside","FRP",2018-04-13 07:00:00,"Horseshoe Bend","1",NA,72,15.4,0.126413714855381,23.2,"PPG",2018,NA,NA,"Flood",2018-04-13 12:00:00,11.5,NA,"Macro","Corbicula",0.0231,3246.75324675325
"FRP PG2-13APR2018",-121.71504,38.08353,NA,"Decker","Outside","FRP",2018-04-13 07:00:00,"Horseshoe Bend","1",NA,72,15.4,0.126413714855381,23.2,"PPG",2018,NA,NA,"Flood",2018-04-13 12:00:00,11.5,NA,"Macro","Other",0.0231,43.2900432900433
"FRP PG2-13APR2018",-121.71504,38.08353,NA,"Decker","Outside","FRP",2018-04-13 07:00:00,"Horseshoe Bend","1",NA,72,15.4,0.126413714855381,23.2,"PPG",2018,NA,NA,"Flood",2018-04-13 12:00:00,11.5,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-18APR2018",-121.82925,38.02362,NA,"Confluence","Outside","FRP",2018-04-18 07:00:00,"Dow","1",NA,61,14.2,0.097496706236128,10.9,"PPG",2018,NA,NA,"Ebb",2018-04-18 08:18:00,9.2,NA,"Macro","Corbicula",0.0231,0
"FRP PG2-18APR2018",-121.82925,38.02362,NA,"Confluence","Outside","FRP",2018-04-18 07:00:00,"Dow","1",NA,61,14.2,0.097496706236128,10.9,"PPG",2018,NA,NA,"Ebb",2018-04-18 08:18:00,9.2,NA,"Macro","Other",0.0231,0
"FRP PG2-18APR2018",-121.82925,38.02362,NA,"Confluence","Outside","FRP",2018-04-18 07:00:00,"Dow","1",NA,61,14.2,0.097496706236128,10.9,"PPG",2018,NA,NA,"Ebb",2018-04-18 08:18:00,9.2,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-23MAR2018",-121.69263,38.27983,"Liberty","Cache Slough","Inside","FRP",2018-03-23 07:00:00,"Liberty Island","1",NA,93,13.2,0.146759866533279,6.1,"PPG",2018,NA,NA,"Flood",2018-03-23 09:10:00,11,NA,"Macro","Corbicula",0.0231,606.060606060606
"FRP PG2-23MAR2018",-121.69263,38.27983,"Liberty","Cache Slough","Inside","FRP",2018-03-23 07:00:00,"Liberty Island","1",NA,93,13.2,0.146759866533279,6.1,"PPG",2018,NA,NA,"Flood",2018-03-23 09:10:00,11,NA,"Macro","Other",0.0231,0
"FRP PG2-23MAR2018",-121.69263,38.27983,"Liberty","Cache Slough","Inside","FRP",2018-03-23 07:00:00,"Liberty Island","1",NA,93,13.2,0.146759866533279,6.1,"PPG",2018,NA,NA,"Flood",2018-03-23 09:10:00,11,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-29MAR2018",-122.01734,38.08027,"Ryer","Grizzly Bay","Inside","FRP",2018-03-29 07:00:00,"Ryer Island","1",NA,23,13.5,0.170122138675085,36,"PPG",2018,NA,NA,"Flood",2018-03-29 09:17:00,9.3,NA,"Macro","Corbicula",0.0231,1038.96103896104
"FRP PG2-29MAR2018",-122.01734,38.08027,"Ryer","Grizzly Bay","Inside","FRP",2018-03-29 07:00:00,"Ryer Island","1",NA,23,13.5,0.170122138675085,36,"PPG",2018,NA,NA,"Flood",2018-03-29 09:17:00,9.3,NA,"Macro","Other",0.0231,0
"FRP PG2-29MAR2018",-122.01734,38.08027,"Ryer","Grizzly Bay","Inside","FRP",2018-03-29 07:00:00,"Ryer Island","1",NA,23,13.5,0.170122138675085,36,"PPG",2018,NA,NA,"Flood",2018-03-29 09:17:00,9.3,NA,"Macro","Potamocorbula",0.0231,43.2900432900433
"FRP PG2-BI-28MAR2019",-121.85577,38.04114,"Browns","Confluence","Inside","FRP",2019-03-28 07:00:00,"Browns Island","1",NA,78,13.5,0.326097107027213,15.2,"PPG",2019,NA,NA,"Ebb",NA,7.4,NA,"Macro","Corbicula",0.0231,129.87012987013
"FRP PG2-BI-28MAR2019",-121.85577,38.04114,"Browns","Confluence","Inside","FRP",2019-03-28 07:00:00,"Browns Island","1",NA,78,13.5,0.326097107027213,15.2,"PPG",2019,NA,NA,"Ebb",NA,7.4,NA,"Macro","Other",0.0231,0
"FRP PG2-BI-28MAR2019",-121.85577,38.04114,"Browns","Confluence","Inside","FRP",2019-03-28 07:00:00,"Browns Island","1",NA,78,13.5,0.326097107027213,15.2,"PPG",2019,NA,NA,"Ebb",NA,7.4,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-CI-29APR2019",-121.91603,38.05125,"Chipps","Confluence","Inside","FRP",2019-04-29 07:00:00,"Chipps Island","1",NA,NA,18.9,0.0888520368837082,32.6,"PPG",2019,NA,NA,NA,NA,9,NA,"Macro","Corbicula",0.0231,0
"FRP PG2-CI-29APR2019",-121.91603,38.05125,"Chipps","Confluence","Inside","FRP",2019-04-29 07:00:00,"Chipps Island","1",NA,NA,18.9,0.0888520368837082,32.6,"PPG",2019,NA,NA,NA,NA,9,NA,"Macro","Other",0.0231,0
"FRP PG2-CI-29APR2019",-121.91603,38.05125,"Chipps","Confluence","Inside","FRP",2019-04-29 07:00:00,"Chipps Island","1",NA,NA,18.9,0.0888520368837082,32.6,"PPG",2019,NA,NA,NA,NA,9,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-DECK-02JAN2020",-121.72411,38.08405,NA,"Decker","Outside","FRP",2020-01-02 08:00:00,"Decker Island","1",NA,92,9.4,0.124480601103396,3.6,"PPG",2020,NA,NA,"High slack",NA,10.2,NA,"Macro","Corbicula",0.0231,43.2900432900433
"FRP PG2-DECK-02JAN2020",-121.72411,38.08405,NA,"Decker","Outside","FRP",2020-01-02 08:00:00,"Decker Island","1",NA,92,9.4,0.124480601103396,3.6,"PPG",2020,NA,NA,"High slack",NA,10.2,NA,"Macro","Other",0.0231,0
"FRP PG2-DECK-02JAN2020",-121.72411,38.08405,NA,"Decker","Outside","FRP",2020-01-02 08:00:00,"Decker Island","1",NA,92,9.4,0.124480601103396,3.6,"PPG",2020,NA,NA,"High slack",NA,10.2,NA,"Macro","Potamocorbula",0.0231,0
"FRP PG2-DECK-16MAR2020",-121.7239,38.08442,"Decker","Decker","Inside","FRP",2020-03-16 07:00:00,"Decker Island","1",NA,NA,12.4,0.130282326252029,2.3,"PPG",2020,NA,NA,"Ebb",NA,8.9,NA,"Macro","Corbicula",0.0231,0
