"SampleID_key","SampleID_frp","CommonName","VisitNo","subsample","Count","AdjCount","Flagged_Data_macroinvert","StartTime","EndTime","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthOfSample","DepthOfWater","NetMeterEnd","TowDirection","NetMeterStart","Boulder","Cobble","Gravel","Organics","Sand","Silt","DetritalVolume","GearTypeAbbreviation","DragMethod","LAB_NAME","Location","Date","Comments","effort","CPUE"
13168,"EAV11-CHIP-15MAY2023","Aphididae adult",7903,1,1,1,NA,"10:02",NA,38.059711,NA,-121.908589,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"EAV",NA,"FRP","Chipps Island",2023-05-15,NA,1,1
13168,"EAV11-CHIP-15MAY2023","Gnorimosphaeroma",7903,1,3,3,NA,"10:02",NA,38.059711,NA,-121.908589,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"EAV",NA,"FRP","Chipps Island",2023-05-15,NA,1,3
13168,"EAV11-CHIP-15MAY2023","Corixidae",7903,1,1,1,NA,"10:02",NA,38.059711,NA,-121.908589,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"EAV",NA,"FRP","Chipps Island",2023-05-15,NA,1,1
13168,"EAV11-CHIP-15MAY2023","Mite",7903,1,1,1,NA,"10:02",NA,38.059711,NA,-121.908589,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"EAV",NA,"FRP","Chipps Island",2023-05-15,NA,1,1
13168,"EAV11-CHIP-15MAY2023","Eogammarus",7903,1,4,4,NA,"10:02",NA,38.059711,NA,-121.908589,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"EAV",NA,"FRP","Chipps Island",2023-05-15,NA,1,4
13168,"EAV11-CHIP-15MAY2023","Collembola",7903,1,9,9,NA,"10:02",NA,38.059711,NA,-121.908589,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"EAV",NA,"FRP","Chipps Island",2023-05-15,NA,1,9
14021,"EAV11-DECK-08NOV2023","Chironomid larvae",8521,1,35,35,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,35
14021,"EAV11-DECK-08NOV2023","Americorophium spinicorne",8521,1,13,13,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,13
14021,"EAV11-DECK-08NOV2023","Tanaid",8521,1,4,4,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,4
14021,"EAV11-DECK-08NOV2023","Crangonyx",8521,1,2,2,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,2
14021,"EAV11-DECK-08NOV2023","Corophiid Juvenile",8521,1,6,6,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,6
14021,"EAV11-DECK-08NOV2023","Hyalella",8521,1,5,5,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,5
14021,"EAV11-DECK-08NOV2023","Oligochaete",8521,1,8,8,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,8
14021,"EAV11-DECK-08NOV2023","Diptera adult",8521,1,1,1,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,1
14021,"EAV11-DECK-08NOV2023","Hymenoptera adult UNID",8521,1,1,1,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,1
14021,"EAV11-DECK-08NOV2023","Caenidae",8521,1,1,1,NA,"10:26",NA,38.084897,NA,-121.723502,NA,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EAV",NA,"FRP","Decker Island",2023-11-08,NA,1,1
12921,"EAV11-DECK-11APR2023","Spider",7821,1,1,1,NA,"07:59",NA,38.083982,NA,-121.724069,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"EAV",NA,"FRP","Decker Island",2023-04-11,NA,1,1
12921,"EAV11-DECK-11APR2023","Collembola",7821,1,3,3,NA,"07:59",NA,38.083982,NA,-121.724069,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"EAV",NA,"FRP","Decker Island",2023-04-11,NA,1,3
12921,"EAV11-DECK-11APR2023","Diptera adult",7821,1,8,8,NA,"07:59",NA,38.083982,NA,-121.724069,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"EAV",NA,"FRP","Decker Island",2023-04-11,NA,1,8
12921,"EAV11-DECK-11APR2023","Diptera pupae",7821,1,1,1,NA,"07:59",NA,38.083982,NA,-121.724069,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"EAV",NA,"FRP","Decker Island",2023-04-11,NA,1,1
12921,"EAV11-DECK-11APR2023","Chironomid larvae",7821,1,1,1,NA,"07:59",NA,38.083982,NA,-121.724069,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"EAV",NA,"FRP","Decker Island",2023-04-11,NA,1,1
14125,"EAV11-FLYW-06NOV2023","Lymnaeidae",8603,1,4,4,NA,"13:15",NA,38.360751,NA,-121.642645,NA,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"EAV",NA,"FRP","Yolo Flyway Farms",2023-11-06,NA,1,4
14125,"EAV11-FLYW-06NOV2023","Chironomid larvae",8603,1,1,1,NA,"13:15",NA,38.360751,NA,-121.642645,NA,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"EAV",NA,"FRP","Yolo Flyway Farms",2023-11-06,NA,1,1
14125,"EAV11-FLYW-06NOV2023","Egg Sacs",8603,1,1,1,NA,"13:15",NA,38.360751,NA,-121.642645,NA,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"EAV",NA,"FRP","Yolo Flyway Farms",2023-11-06,NA,1,1
14125,"EAV11-FLYW-06NOV2023","Corixidae",8603,1,2,2,NA,"13:15",NA,38.360751,NA,-121.642645,NA,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"EAV",NA,"FRP","Yolo Flyway Farms",2023-11-06,NA,1,2
14125,"EAV11-FLYW-06NOV2023","Oligochaete",8603,1,1,1,NA,"13:15",NA,38.360751,NA,-121.642645,NA,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"EAV",NA,"FRP","Yolo Flyway Farms",2023-11-06,NA,1,1
14125,"EAV11-FLYW-06NOV2023","Amphipod UNID",8603,1,1,1,NA,"13:15",NA,38.360751,NA,-121.642645,NA,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"EAV",NA,"FRP","Yolo Flyway Farms",2023-11-06,NA,1,1
14125,"EAV11-FLYW-06NOV2023","Lepidoptera larvae",8603,1,1,1,NA,"13:15",NA,38.360751,NA,-121.642645,NA,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"EAV",NA,"FRP","Yolo Flyway Farms",2023-11-06,NA,1,1
14125,"EAV11-FLYW-06NOV2023","Hyalella",8603,1,3,3,NA,"13:15",NA,38.360751,NA,-121.642645,NA,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"EAV",NA,"FRP","Yolo Flyway Farms",2023-11-06,NA,1,3
14061,"EAV11-LIBE-07NOV2023","Collembola",8541,1,2,2,NA,"11:48",NA,38.292203,NA,-121.687251,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"EAV",NA,"FRP","Liberty Island",2023-11-07,NA,1,2
14061,"EAV11-LIBE-07NOV2023","Coenagrionidae larvae",8541,1,1,1,NA,"11:48",NA,38.292203,NA,-121.687251,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"EAV",NA,"FRP","Liberty Island",2023-11-07,NA,1,1
14061,"EAV11-LIBE-07NOV2023","Fluminicola",8541,1,1,1,NA,"11:48",NA,38.292203,NA,-121.687251,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"EAV",NA,"FRP","Liberty Island",2023-11-07,NA,1,1
14061,"EAV11-LIBE-07NOV2023","Mite",8541,1,1,1,NA,"11:48",NA,38.292203,NA,-121.687251,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"EAV",NA,"FRP","Liberty Island",2023-11-07,NA,1,1
14061,"EAV11-LIBE-07NOV2023","Chironomid larvae",8541,1,2,2,NA,"11:48",NA,38.292203,NA,-121.687251,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"EAV",NA,"FRP","Liberty Island",2023-11-07,NA,1,2
14061,"EAV11-LIBE-07NOV2023","Gammarid juvenile",8541,1,1,1,NA,"11:48",NA,38.292203,NA,-121.687251,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"EAV",NA,"FRP","Liberty Island",2023-11-07,NA,1,1
14061,"EAV11-LIBE-07NOV2023","Hemiptera Other",8541,1,1,1,NA,"11:48",NA,38.292203,NA,-121.687251,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"EAV",NA,"FRP","Liberty Island",2023-11-07,NA,1,1
14061,"EAV11-LIBE-07NOV2023","Planorbella",8541,1,1,1,NA,"11:48",NA,38.292203,NA,-121.687251,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"EAV",NA,"FRP","Liberty Island",2023-11-07,NA,1,1
13203,"EAV11-LIBE-08MAY2023","Diptera adult",7910,1,6,6,NA,"07:46",NA,38.292283,NA,-121.689963,NA,0.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"EAV",NA,"FRP","Liberty Island",2023-05-08,"Fish vialed separately.",1,6
13203,"EAV11-LIBE-08MAY2023","Coenagrionidae larvae",7910,1,1,1,NA,"07:46",NA,38.292283,NA,-121.689963,NA,0.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"EAV",NA,"FRP","Liberty Island",2023-05-08,"Fish vialed separately.",1,1
13203,"EAV11-LIBE-08MAY2023","Splittail",7910,1,1,1,NA,"07:46",NA,38.292283,NA,-121.689963,NA,0.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"EAV",NA,"FRP","Liberty Island",2023-05-08,"Fish vialed separately.",1,1
14101,"EAV11-LOWE-06NOV2023","Killifish spp.",8581,1,1,1,NA,"11:28",NA,38.346954,NA,-121.668281,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EAV",NA,"FRP","Lower Yolo Ranch",2023-11-06,NA,1,1
14101,"EAV11-LOWE-06NOV2023","Fluminicola",8581,1,1,1,NA,"11:28",NA,38.346954,NA,-121.668281,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"EAV",NA,"FRP","Lower Yolo Ranch",2023-11-06,NA,1,1
14101,"EAV11-LOWE-06NOV2023","Lymnaeidae",8581,1,2,2,NA,"11:28",NA,38.346954,NA,-121.668281,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"EAV",NA,"FRP","Lower Yolo Ranch",2023-11-06,NA,1,2
14101,"EAV11-LOWE-06NOV2023","Collembola",8581,1,1,1,NA,"11:28",NA,38.346954,NA,-121.668281,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"EAV",NA,"FRP","Lower Yolo Ranch",2023-11-06,NA,1,1
13078,"EAV11-LOWE-09MAY2023","Collembola",7869,1,3,3,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,3
13078,"EAV11-LOWE-09MAY2023","Hyalella",7869,1,1,1,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,1
13078,"EAV11-LOWE-09MAY2023","Chironomid larvae",7869,1,1,1,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,1
13078,"EAV11-LOWE-09MAY2023","Aphididae adult",7869,1,2,2,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,2
13078,"EAV11-LOWE-09MAY2023","Diptera adult",7869,1,8,8,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,8
13078,"EAV11-LOWE-09MAY2023","Aphididae larvae",7869,1,4,4,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,4
13078,"EAV11-LOWE-09MAY2023","Corixidae",7869,1,1,1,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,1
13078,"EAV11-LOWE-09MAY2023","Curculionidae adult",7869,1,1,1,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,1
13078,"EAV11-LOWE-09MAY2023","Hydraenidae adult",7869,1,2,2,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,2
13078,"EAV11-LOWE-09MAY2023","Mississippi Grass Shrimp",7869,1,1,1,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,1
13078,"EAV11-LOWE-09MAY2023","Hydrophilidae adult Beetle",7869,1,1,1,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,1
13078,"EAV11-LOWE-09MAY2023","Splittail",7869,1,5,5,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,5
13078,"EAV11-LOWE-09MAY2023","Hydrobiidae",7869,1,3,3,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,3
13078,"EAV11-LOWE-09MAY2023","Physa",7869,1,1,1,NA,"08:20",NA,38.35358233,NA,-121.653855,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"EAV",NA,"FRP","Lower Yolo Ranch",2023-05-09,"fish vialed separately.",1,1
13287,"EAV11-MINE-27APR2023","Diptera adult",7931,1,2,2,NA,"08:36",NA,38.23428833,NA,-121.667541,NA,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"EAV",NA,"FRP","Miner Slough",2023-04-27,NA,1,2
13287,"EAV11-MINE-27APR2023","Amphipod UNID",7931,1,1,1,NA,"08:36",NA,38.23428833,NA,-121.667541,NA,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"EAV",NA,"FRP","Miner Slough",2023-04-27,NA,1,1
13287,"EAV11-MINE-27APR2023","Corixidae",7931,1,1,1,NA,"08:36",NA,38.23428833,NA,-121.667541,NA,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"EAV",NA,"FRP","Miner Slough",2023-04-27,NA,1,1
13287,"EAV11-MINE-27APR2023","Physa",7931,1,1,1,NA,"08:36",NA,38.23428833,NA,-121.667541,NA,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"EAV",NA,"FRP","Miner Slough",2023-04-27,NA,1,1
13287,"EAV11-MINE-27APR2023","Fluminicola",7931,1,8,8,NA,"08:36",NA,38.23428833,NA,-121.667541,NA,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"EAV",NA,"FRP","Miner Slough",2023-04-27,NA,1,8
13287,"EAV11-MINE-27APR2023","Diptera pupae",7931,1,3,3,NA,"08:36",NA,38.23428833,NA,-121.667541,NA,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"EAV",NA,"FRP","Miner Slough",2023-04-27,NA,1,3
12904,"EAV11-PROS-10MAY2023","Cyprinid spp.",7817,1,4,4,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,4
12904,"EAV11-PROS-10MAY2023","Common Carp",7817,1,4,4,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,4
12904,"EAV11-PROS-10MAY2023","Hyalella",7817,1,184,184,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,184
12904,"EAV11-PROS-10MAY2023","Corixidae",7817,1,20,20,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,20
12904,"EAV11-PROS-10MAY2023","Limpet",7817,1,1,1,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,1
12904,"EAV11-PROS-10MAY2023","Chironomid larvae",7817,1,7,7,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,7
12904,"EAV11-PROS-10MAY2023","Mite",7817,1,1,1,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,1
12904,"EAV11-PROS-10MAY2023","Planaria",7817,1,1,1,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,1
12904,"EAV11-PROS-10MAY2023","Crangonyx",7817,1,23,23,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,23
12904,"EAV11-PROS-10MAY2023","Physa",7817,1,7,7,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,7
12904,"EAV11-PROS-10MAY2023","Ceratopogonidae larvae",7817,1,1,1,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,1
12904,"EAV11-PROS-10MAY2023","Oligochaete",7817,1,4,4,NA,"09:05",NA,38.236822,NA,-121.669614,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"EAV",NA,"FRP","Prospect Island",2023-05-10,"fish vialed separately",1,4
